student_id,first_name,age,gpa,favorite_pet,voted,birthdate
4919,Raj,22,3.4,parrot,0,31-May
2241,Jorge,22,2.9,cat,0,8-Jun
625,Caitlyn,22,,snake,1,21-Dec
2824,Kathleen,22,3.4,snake,0,28-Aug
4332,Olivia,22,3.8,cat,0,16-Jun
3543,Isabella,22,2.4,cat,0,12-Aug
2339,Hayley,22,3.4,cat,1,7-Mar
4393,Wei,22,2.9,hamster,0,28-Aug
397,Pedro,22,,cat,1,19-Nov
3994,Mohammed,22,2.1,goldfish,0,6-Jun
4392,Mohammed,22,2.9,dog,1,20-Oct
506,Charlene,22,,dog,1,14-May
1333,Alejandra,22,3.7,parrot,1,21-Jul
3671,Olivia,22,3.4,rabbit,0,3-Oct
4707,Ava,22,3.2,cat,1,26-Nov
485,Erika,22,,rabbit,1,21-Feb
19,Samuel,22,2.4,dog,0,19-Mar
3266,Aisha,22,2.6,dog,0,13-Feb
507,Jeremiah,22,,goldfish,0,25-Jul
101,Gabriella,22,3.3,goldfish,0,9-Apr
3439,Olivia,22,3.7,goldfish,1,6-Nov
1782,Henry,22,2.9,cat,0,11-Oct
4570,Wei,22,2.1,cat,1,30-Sep
61,Grant,22,3.6,dogs,1,2-Mar
3645,Mohammed,22,3.7,cat,0,14-Mar
1331,Erik,22,2.1,goldfish,0,27-Feb
4150,Wei,22,3.5,dog,0,16-Jul
1631,Duane,22,4,cat,1,25-Jan
1481,Judith,22,2.6,dog,0,2-Sep
1911,Lisa,22,2.2,snake,0,10-Mar
3874,Olivia,22,2.3,cat,1,14-Jul
3941,Isabella,22,2.3,dog,1,9-May
1369,Stacie,22,,cat,1,2-May
650,Brandi,22,,snake,0,9-Oct
3676,Ivan,22,2.9,cat,0,29-May
1745,Jade,22,3.6,cat,1,22-Jun
4965,Isabella,22,2.5,dog,1,11-May
3473,Olivia,22,3.3,cat,1,19-Feb
920,Sue,22,2.7,dog,1,16-Feb
3298,Yuki,22,3.5,snake,1,6-Nov
3465,Olivia,22,2.5,dog,1,8-Jun
171,Tracey,22,3.1,dog,0,29-Nov
2373,Felicia,22,3.2,cat,1,28-May
3290,Raj,22,4,dog,1,25-Oct
4041,Carlos,22,3.7,dog,1,19-Oct
1002,Lindsey,22,2.4,hamster,1,8-Nov
3733,Mohammed,22,2.2,snake,0,29-Jun
4674,Carlos,22,2.5,dog,1,9-Jan
3093,Trevor,22,2.2,cat,1,13-Sep
2473,Manuel,22,2.1,cat,0,7-Nov
4931,Isabella,22,2.6,dog,1,9-Jul
1266,Madison,22,3.8,dog,1,11-Jan
1840,Pamela,22,3.3,cgt,1,3-Jul
4481,Aisha,22,2.3,snake,0,25-Oct
309,Lonnie,22,3.7,rabbit,1,18-Jul
1881,Tonya,22,2.3,cat,1,1-Apr
3360,Wei,22,2.2,cat,0,17-Sep
4280,Isabella,22,2.8,hamster,0,11-Aug
1473,Alyssa,22,3.8,dog,0,19-Feb
5030,Yuki,22,2.8,cat,1,11-Feb
3116,Isabella,22,3.8,dog,1,22-Sep
4572,Wei,22,2.3,dog,1,29-Jul
3447,Olivia,22,2.8,dog,1,31-Oct
3181,Ava,22,3.2,dog,0,2-Aug
476,Kenneth,22,,cat,1,25-Sep
4192,Ava,22,2.5,dog,1,19-Apr
1160,Amber,22,2.7,hamster,0,29-Oct
1794,Sergio,22,3.9,dog,0,23-Aug
1444,Tracey,22,3.2,cat,1,14-Jan
4504,Ivan,22,2.2,dog,1,1-Nov
1969,Meagan,22,3.2,cat,0,27-Jun
5070,Olivia,22,3.5,cat,0,24-Sep
2786,Wesley,22,2.8,cat,0,29-Nov
2969,Alicia,22,2.3,snake,1,10-Nov
3423,Fatima,22,,cat,0,28-Jul
2645,Arthur,22,2.2,cat,0,23-Dec
3592,Fatima,22,4,cat,0,9-Apr
3875,Yuki,22,2.4,cat,1,4-Dec
1825,Phyllis,22,2.5,cat,1,16-Oct
4695,Carlos,22,3.9,dog,1,4-Aug
4786,Aisha,22,3,dog,1,10-Aug
2669,Charles,22,3.6,dog,0,3-Aug
2464,Clayton,22,2.7,cat,1,4-Oct
1299,Heather,22,3.7,cat,1,20-Sep
315,Brandon,22,3.8,dog,0,16-Mar
2685,Russell,22,2.6,dog,1,15-Dec
300,Linda,22,3,cat,1,13-Oct
4667,Fatima,22,2.9,dog,0,12-Dec
1203,Kenneth,22,3,cat,0,27-Apr
1566,Andres,22,3.1,dog,1,29-Oct
406,Zachary,22,,cat,0,1-Mar
809,Heidi,22,2.7,cat,0,9-Jan
2525,Darlene,22,3.3,rabbit,0,7-Sep
1050,Paul,22,2.4,hamster,0,13-Jan
4852,Carlos,22,3.7,snake,0,16-Feb
23,Andres,22,3.1,cat,1,24-Jan
2313,Levi,22,3.2,cat,0,22-Nov
743,Dalton,22,,cat,0,11-Feb
3734,Fatima,22,2.8,dyg,1,21-Apr
123,Tammy,22,2.3,rabbit,1,13-Jan
2136,Kristin,22,3.1,snake,0,12-Feb
1854,Shelley,22,2.6,dog,0,16-Apr
1217,Christian,22,2.5,cat,0,7-Mar
2457,Janice,22,2.6,dog,0,6-Aug
775,Marissa,22,,dog,1,21-Sep
4175,Yuki,22,3.3,cat,1,10-Feb
3822,Isabella,22,3.5,parrot,0,11-Oct
2900,Spencer,22,3.9,cat,0,13-Sep
2753,Dana,22,3.5,dmg,0,24-Mar
4986,Raj,22,3.6,dog,0,24-Jan
786,Roy,22,,dog,1,1-Aug
4825,Mohammed,22,2.7,cmt,1,11-Oct
3388,Ava,22,3.3,cat,0,20-Nov
753,Dana,22,,cat,0,29-Jan
2864,Becky,22,3.5,cat,1,18-Jun
4717,Fatima,22,2.2,dvg,0,17-Jan
4856,Fatima,22,2.8,snake,1,28-Jan
3589,Carlos,22,3.9,dog,0,22-Oct
3594,Mohammed,22,3.3,cbt,0,10-Mar
4887,Olivia,22,2.6,cat,1,6-Sep
2047,Morgan,22,4,cat,1,15-Mar
4173,Yuki,22,2.8,parrot,0,22-Mar
1849,Judith,22,3.5,cat,1,4-Mar
194,Christopher,22,2.7,dog,1,12-Oct
588,Sandy,22,,dog,1,7-May
2543,Brandon,22,2.8,parrot,0,12-Dec
3225,Carlos,22,2.3,rabbit,0,2-Jul
4382,Isabella,22,3.4,cat,0,28-Mar
1209,Kristy,22,2.5,dog,0,12-Dec
738,Wanda,22,,cat,1,17-May
3112,Ivan,22,3,dog,1,8-Dec
3801,Ivan,22,3,cat,1,29-Aug
4028,Raj,22,3.4,hamster,0,30-Apr
2386,Molly,22,3,hamster,0,23-Oct
2754,Cassidy,22,3.2,goldfish,1,24-Mar
3041,Devon,22,3.3,rabbit,1,21-Aug
2237,Jackie,22,2.2,cat,1,8-Feb
4166,Wei,22,3.2,dog,1,4-Jul
4794,Carlos,22,2.7,dog,0,25-Jun
5058,Wei,22,2,dog,1,5-Aug
38,Lorraine,22,3.7,parrot,1,4-Sep
1985,Todd,22,3.2,cat,1,10-Mar
4023,Mohammed,22,3.3,cet,0,5-Oct
3476,Fatima,22,2.3,cat,1,22-Mar
1153,Tracy,22,3.9,cat,1,23-Oct
4350,Ava,22,3.6,dog,1,14-Sep
2876,Gail,22,3.4,snake,1,11-Dec
1043,Fred,22,3.5,hamster,1,1-Mar
3519,Ava,22,2.6,dog,1,10-Sep
1168,Jesus,22,2.6,cat,0,18-Sep
2503,Cheyenne,22,3.7,dog,0,22-Mar
1536,Jessica,22,3.5,parrot,1,28-Aug
4224,Yuki,22,2.2,cat,1,11-Oct
3742,Wei,22,2.4,goldfish,0,14-Oct
1158,Daisy,22,2.7,cat,1,9-May
660,Ricky,22,,dog,1,30-Sep
4238,Olivia,22,3.2,snake,0,9-Mar
5060,Mohammed,22,3.9,hamster,1,31-May
1878,Latoya,22,3.5,cat,1,11-Sep
1205,Becky,22,2.2,cat,1,15-Dec
3215,Isabella,22,3.4,cat,1,3-Jun
3962,Raj,22,3.7,hamster,0,8-Dec
1762,Leonard,22,2.1,hamster,0,13-Nov
924,Henry,22,2.3,dqg,0,26-Jun
2657,Jerome,22,3.8,goldfish,1,4-Jan
4532,Mohammed,22,3.1,dog,0,16-May
947,Lori,22,2.3,dog,1,14-Apr
2556,Ricardo,22,3.2,cat,1,21-Aug
2081,Mitchell,22,3.8,dog,0,25-Jul
3508,Yuki,22,2.6,cat,1,11-Feb
1130,Alicia,22,3.7,cat,1,23-Jul
3293,Ivan,22,3.4,dog,1,17-Apr
5049,Isabella,22,3.9,goldfish,0,20-Nov
2954,Natasha,22,3.9,parrot,1,15-Jun
643,Anne,22,,cat,1,6-Sep
1196,Sherri,22,3.1,cat,1,16-Jan
3145,Aisha,22,3.7,goldfish,1,26-Nov
4947,Ivan,22,2.8,cat,1,17-Sep
3967,Raj,22,3.9,dog,0,24-Jul
1201,Kim,22,2.8,cat,1,6-Nov
4831,Isabella,22,2.5,dog,1,15-May
3348,Ava,22,2.7,hamster,0,13-Dec
349,Alicia,22,,cat,1,22-Jul
2317,Crystal,22,3.8,parrot,0,6-Jul
3212,Yuki,22,3.7,cat,1,26-Jan
3221,Ivan,22,2.1,goldfish,0,9-Aug
4828,Fatima,22,2.7,cat,0,3-Oct
2903,Timothy,22,3.2,cat,1,18-Feb
1693,Rachel,22,2.5,cat,1,16-Jul
1899,Luis,22,2.4,cat,0,10-Apr
1238,Adam,22,3.8,dog,0,2-Jul
511,Isaac,22,,parrot,1,27-Nov
2788,Devon,22,2.1,cat,1,30-Mar
2964,Danny,22,2.1,dvg,0,13-May
4518,Aisha,22,4,dog,1,5-May
4876,Yuki,22,3.8,snake,1,12-Aug
4696,Carlos,22,2.9,ctt,0,20-Oct
400,Michele,22,,dog,1,27-Oct
1689,Carrie,22,2.7,hamster,1,6-Jan
1328,Jillian,22,3.8,cat,1,9-Apr
2587,Andre,22,3.2,cat,1,26-Aug
632,Harold,22,,dog,1,14-Feb
2446,Cristina,22,3.5,dog,1,14-Jun
908,Randall,22,3.6,dbg,1,16-Jun
3591,Fatima,22,3,dog,0,1-Dec
629,Brandy,22,,cat,0,29-Feb
876,Monica,22,3.3,goldfish,0,5-May
3792,Isabella,22,3.4,goldfish,0,26-Nov
424,Clayton,22,,cat,0,18-Feb
28,Charlene,22,2.8,dog,1,6-Jan
132,Natasha,22,2.3,snake,1,7-Aug
3435,Wei,22,,dog,0,3-Nov
1242,Bethany,22,2.5,dog,1,8-Jun
3001,Barry,22,2.7,dog,1,10-Oct
2877,Autumn,22,2.4,dog,0,29-Jul
3099,Lori,22,2.7,cat,0,10-Apr
780,Emma,22,,dog,0,20-Nov
1683,Julia,22,3.6,rabbit,1,20-Mar
1229,Wanda,22,3.8,dog,1,11-Feb
1813,Keith,22,2.8,cat,1,13-Jul
1595,Mitchell,22,2.8,cat,1,20-Jun
3990,Ivan,22,2.5,cat,1,7-Dec
423,Ana,22,,cat,1,6-Jan
383,Fred,22,,cat,1,4-Oct
4775,Olivia,22,3.7,cat,1,3-Jul
3607,Fatima,22,3.3,goldfish,1,24-Jul
1402,Shawn,22,2,rabbit,1,13-Aug
3400,Raj,22,2.4,cat,1,2-Jul
4286,Carlos,22,3.5,dog,0,28-Jan
4050,Mohammed,22,3.3,dog,0,5-Aug
187,Terry,22,2,hamster,0,18-May
4371,Wei,22,2.6,dog,0,22-Sep
1958,Sabrina,22,3.6,dog,0,1-May
1549,William,22,3.9,dog,1,15-Jul
4180,Carlos,22,2.2,dog,0,19-Apr
2308,Jackson,22,3.1,dog,1,30-Nov
3642,Aisha,22,2.3,cat,1,1-Oct
2608,Ethan,22,3.8,cat,1,16-Jan
697,Johnathan,22,,cat,1,12-Jan
3681,Carlos,22,2.4,parrot,0,8-Dec
2855,Chad,22,2.8,cat,1,2-Dec
191,Joel,22,3.1,dog,1,15-Jan
2676,Christopher,22,3.4,dog,1,16-Sep
4137,Mohammed,22,3.6,cat,0,24-Oct
5166,Mohammed,22,3.9,cat,1,14-Jun
2674,Morgan,22,2.1,rabbit,0,3-Oct
1684,Barry,22,2.8,cat,1,20-May
3233,Ivan,22,3.8,rabbit,0,22-Jun
4557,Wei,22,2.6,snake,0,1-Jul
5001,Carlos,22,3.5,goldfish,1,17-Mar
3896,Aisha,22,3.4,dog,0,5-Dec
3050,Alicia,22,2.4,goldfish,0,4-Jun
3904,Ivan,22,2.3,snake,0,15-Dec
5004,Yuki,22,3.5,rabbit,1,27-Apr
5056,Wei,22,3.4,cat,0,1-Jan
4321,Isabella,22,3.8,dog,1,2-Jul
796,Bruce,22,,cat,1,21-Jun
2475,Priscilla,22,2.5,cat,1,21-Sep
1066,Ryan,22,2.3,dog,0,23-Apr
3861,Carlos,22,2,ckt,0,29-Apr
40,Lance,22,4,cat,1,15-Jan
2736,Angelica,22,2.2,cat,1,21-Jul
2643,Craig,22,3.6,snake,0,24-Feb
1589,Chase,22,3.7,dog,1,30-Dec
254,Paige,22,3.3,cat,1,2-May
2868,Travis,22,3.4,cat,1,29-Jun
2671,Charlotte,22,2.5,snake,1,4-Jul
642,Abigail,22,,dog,0,14-Jul
3722,Aisha,22,3.2,dog,1,17-Jan
543,Sabrina,22,,cat,0,29-Jul
3189,Mohammed,22,3.7,dog,1,13-Jan
654,Bethany,22,,goldfish,0,14-Aug
5036,Ava,22,2.4,dog,1,29-Sep
4269,Isabella,22,2.7,cmt,0,16-Nov
1080,Amanda,22,3.7,cat,1,10-Feb
3472,Aisha,22,3.7,cat,1,22-Sep
1511,Anna,22,2.8,cat,1,5-Aug
2257,Michaela,22,3.9,cat,0,25-Feb
2012,Shelley,22,3,dog,0,10-May
2723,Ann,22,2.4,cat,1,9-Mar
4705,Raj,22,3.8,cat,1,2-Jul
2856,Victoria,22,3.5,cat,0,29-Dec
3419,Mohammed,22,,parrot,0,19-Feb
3518,Raj,22,3,cat,1,30-Apr
4423,Olivia,22,2.2,dog,1,5-Jul
4490,Aisha,22,3.8,cat,1,16-Dec
3204,Ava,22,2.6,dog,1,15-Feb
175,Mariah,22,3.9,rabbit,1,22-May
2038,Edward,22,2.3,dog,0,10-Oct
4314,Yuki,22,3.1,cat,1,6-Apr
64,Javier,22,2.8,parrot,1,8-Dec
1971,Meagan,22,2.2,dog,1,15-Feb
2906,Kim,22,2.7,dog,1,5-Aug
3270,Ava,22,3,cat,1,5-Oct
4838,Ivan,22,3,cat,0,15-May
412,Dustin,22,,dog,0,15-Dec
3531,Ava,22,2.7,snake,1,12-Dec
2917,Tony,22,3.7,cat,1,21-Nov
368,Pamela,22,,cat,0,9-Nov
4507,Mohammed,22,2.2,cat,1,30-Aug
4787,Ivan,22,2.8,dog,1,23-Sep
2110,Carrie,22,3.9,parrot,1,16-Sep
3983,Ivan,22,2.1,cat,1,23-Mar
442,Valerie,22,,dog,0,4-Dec
3359,Olivia,22,2.1,cat,0,23-Mar
446,Tommy,22,,parrot,0,3-Nov
3661,Fatima,22,2.5,dog,0,28-Nov
1898,Michelle,22,2.4,hamster,0,1-Oct
2009,Lance,22,3.9,cat,1,2-Feb
2095,Hayley,22,3.2,dog,1,28-Feb
1609,Judy,22,3.3,cat,1,8-Dec
4098,Mohammed,22,2.5,rabbit,1,19-Aug
3371,Olivia,22,3.3,dog,1,22-Dec
4217,Mohammed,22,2.6,cat,0,6-Jul
5140,Mohammed,22,3,cpt,0,22-Aug
2467,Jake,22,3.2,cat,1,5-Jun
2104,Levi,22,2.5,cat,1,16-Feb
2814,Heidi,22,2.4,dog,0,1-Jan
5159,Wei,22,2,cat,1,30-Oct
3980,Olivia,22,2.9,cat,0,20-Mar
3106,Carla,22,2.7,hamster,1,16-Jul
2885,Dorothy,22,3.8,dog,1,12-Jan
1699,Faith,22,3.2,cnt,1,28-Jan
1522,Darren,22,3.6,hamster,1,27-Mar
2220,Deanna,22,3.2,cat,1,8-Mar
3572,Fatima,22,2.9,dgg,1,24-Jul
105,Evan,22,3.7,hamster,0,27-Oct
1088,Roger,22,3.9,cat,0,28-Apr
687,Alicia,22,,cat,0,28-Feb
2688,Alison,22,3.9,dog,0,15-Nov
3034,Wanda,22,2.7,cat,0,6-Feb
2262,Katie,22,2.7,cwt,0,20-Apr
624,Juan,22,,cat,1,14-Jun
2576,Gabriel,22,2.1,hamster,1,15-May
3459,Raj,22,3.2,clt,0,12-Jul
262,Brooke,22,3.1,cat,0,26-Jul
4651,Isabella,22,3.5,dog,1,26-Sep
4249,Isabella,22,2.1,cat,0,15-Jun
4754,Raj,22,3.6,cat,1,12-Sep
3470,Olivia,22,3.1,cat,1,22-Aug
448,Kevin,22,,rabbit,0,10-Sep
1551,Jackson,22,2.5,cat,1,11-Dec
2152,Regina,22,2.6,cat,1,17-Nov
213,Kim,22,2.5,cat,1,20-Nov
4467,Isabella,22,3.1,snake,0,10-Sep
952,Albert,22,2.3,rabbit,1,6-May
1183,Devon,22,3.8,djg,1,4-May
4316,Isabella,22,2.9,cat,0,5-Apr
2461,Ivan,22,2.5,goldfish,1,30-Nov
1619,Julie,22,3.5,dog,0,30-Mar
1310,Caleb,22,2.7,cat,1,5-Sep
2603,Darryl,22,2.5,rabbit,0,8-Sep
3368,Wei,22,2.1,goldfish,0,16-May
2293,Mario,22,2.7,snake,0,8-Jul
2076,Melanie,22,3.7,dog,1,29-Jan
4561,Ivan,22,4,rabbit,1,26-May
1167,Brandi,22,3.1,rabbit,1,21-May
4285,Wei,22,2.1,cat,1,22-Oct
1008,Nathan,22,2.9,snake,0,25-Jul
1175,Amber,22,3.9,parrot,1,15-Nov
4139,Mohammed,22,2.7,dog,0,7-Sep
996,Kristopher,22,3.4,djg,0,1-Nov
2226,Chris,22,3.7,dog,1,17-Jul
5061,Wei,22,3.9,dog,0,29-Mar
3369,Ivan,22,2.5,hamster,0,25-Jan
726,Alison,22,,cat,1,20-Dec
4026,Raj,22,3.3,parrot,0,3-Aug
621,Deanna,22,,cat,1,10-Nov
1161,Alejandra,22,2.9,cat,0,29-Nov
557,Traci,22,,dog,1,13-Jan
2568,Vicki,22,2.4,dog,0,22-Aug
62,Darryl,22,3.2,goldfish,0,9-Feb
1584,Caitlyn,22,2.7,dog,1,17-Nov
3160,Wei,22,3.9,rabbit,1,24-Jul
1515,Virginia,22,3,dog,0,19-Apr
1879,Shane,22,3.1,dog,0,5-Oct
1940,Russell,22,3.8,dog,1,4-Oct
4447,Wei,22,2.2,hamster,0,7-Jul
1105,Kathryn,22,3.1,parrot,1,1-Oct
1717,Lisa,22,3,goldfish,1,2-Mar
2053,Adam,22,3.9,crt,1,13-Oct
1482,Tara,22,3.1,hamster,1,17-Nov
2379,Jamie,22,2.1,hamster,0,11-Mar
2537,Kelli,22,3,cat,1,9-Sep
5097,Yuki,22,2.7,parrot,1,6-Feb
2869,Lawrence,22,3.5,dog,0,7-Mar
4459,Wei,22,2.4,goldfish,1,23-Feb
4903,Fatima,22,3.5,cpt,0,31-Dec
4559,Wei,22,2.5,cat,1,6-May
4202,Olivia,22,3.6,cat,0,18-Aug
3235,Ava,22,2.4,cvt,0,8-Nov
3490,Ivan,22,2.4,cbt,1,31-Jul
124,Destiny,22,2.2,cat,1,6-Jun
2183,Eddie,22,2.9,dog,0,17-Aug
2703,Kent,22,3.8,cqt,0,24-Jan
5012,Ava,22,3.8,dog,1,10-Dec
2290,James,22,2.8,cat,1,12-Aug
1089,Leslie,22,2.1,cat,0,12-May
1795,Tracey,22,3.8,dog,1,6-Jan
737,Ricardo,22,,dog,0,8-Feb
897,Dana,22,3.2,dog,0,13-Apr
39,Suzanne,22,3.8,dog,0,20-Jan
1281,Alejandra,22,3.1,cat,1,8-Oct
676,Shelia,22,,cat,1,1-Jun
3030,Frank,22,3.8,snake,1,25-Dec
2922,Mindy,22,3.4,cat,0,11-Aug
2169,Pamela,22,3.1,cat,1,18-Feb
1579,Rhonda,22,3.9,cat,1,5-Sep
1296,Norman,22,2.8,goldfish,1,19-Jun
4198,Fatima,22,3.4,parrot,0,9-Nov
3819,Aisha,22,2.9,rabbit,0,22-May
4243,Ivan,22,2.2,cat,1,12-Jul
1437,Bruce,22,2.2,dog,0,28-Aug
4313,Ivan,22,3.4,cat,0,19-Jun
2495,Savannah,22,2.8,cat,1,24-Mar
4988,Carlos,22,2.3,cat,0,8-Nov
2626,Ashley,22,4,dog,1,15-Sep
3201,Carlos,22,2.4,hamster,0,1-Apr
3723,Carlos,22,4,dog,1,5-Apr
2307,Ashley,22,2.8,cat,1,1-Nov
2630,Danny,22,2,cat,1,1-Aug
5083,Olivia,22,3.1,rabbit,1,18-May
2668,Clayton,22,3.2,dog,0,21-Nov
215,Juan,22,3.5,goldfish,0,24-Sep
1897,Samuel,22,3.8,cat,1,25-Dec
3226,Wei,22,2.6,cat,1,16-Aug
2031,Taylor,22,3.8,hamster,0,9-Apr
4703,Yuki,22,2.1,cat,1,1-Mar
3131,Isabella,22,2.2,rabbit,0,12-Nov
2215,Cassidy,22,2,rabbit,1,7-Feb
1451,Manuel,22,2.1,hamster,0,7-Dec
1833,Destiny,22,3.9,cnt,0,14-Jul
902,Danielle,22,3.2,dog,0,4-Mar
3573,Mohammed,22,2.2,hamster,0,5-Mar
2003,Tyrone,22,3.9,cat,1,9-Aug
2823,Daniel,22,2.3,cat,0,16-Apr
1429,Lorraine,22,3.1,dog,1,1-Jan
2698,Jeanette,22,3.2,dog,0,16-Mar
4515,Fatima,22,2.1,dog,1,9-Apr
2135,Clayton,22,2.8,dog,1,2-Nov
2163,Sandy,22,3.7,dog,1,27-Feb
1013,April,22,2.1,goldfish,0,6-Jan
652,Erik,22,,parrot,0,17-Jan
2510,Carolyn,22,3.3,dog,0,13-Feb
390,Sherri,22,,hamster,1,29-Nov
18,Levi,22,3.7,dog,0,28-Apr
78,Summer,22,3.8,hamster,0,10-Jun
1581,Kyle,22,2.4,djg,0,28-Dec
4750,Carlos,22,2.8,cat,1,19-Oct
2665,Sara,22,2.4,cat,0,14-Jan
3033,Neil,22,2.5,cat,1,19-Aug
1763,Debbie,22,2.6,dog,0,3-Dec
3628,Olivia,22,3.9,cat,1,10-Nov
2105,Alicia,22,3.5,cat,1,26-Feb
5149,Fatima,22,3.3,cat,1,15-Jul
1658,Kristy,22,2.6,dog,1,29-Mar
3780,Raj,22,2,cat,1,28-Aug
1484,Kelly,22,2.6,goldfish,0,23-Sep
4440,Yuki,22,3.3,cat,1,8-Jun
2217,Angela,22,2.2,hamster,1,5-Dec
854,Gabriel,22,3.4,goldfish,1,2-Sep
340,Tracy,22,,cat,1,18-Aug
2244,Briana,22,2.9,cat,1,10-May
3797,Wei,22,2.9,dog,0,9-Oct
2064,Tanya,22,3.9,cat,1,22-Mar
4813,Raj,22,3.6,cat,1,29-May
4748,Fatima,22,2.1,dog,0,10-Jun
3770,Mohammed,22,3.3,goldfish,0,11-Jul
2745,Gloria,22,2.7,cat,1,28-Sep
1099,Laurie,22,2.5,dog,1,7-Oct
44,Dana,22,3.1,cat,1,25-Apr
4645,Aisha,22,2.8,dog,0,26-Mar
3746,Mohammed,22,3.6,cat,1,27-Aug
3786,Fatima,22,2,dog,1,29-Jul
150,Aimee,22,3.8,dog,0,30-May
1288,Ann,22,2,cat,0,4-Jun
3354,Aisha,22,3.4,rabbit,1,10-Apr
2245,Jose,22,2.6,hamster,0,31-Jul
3182,Aisha,22,4,cat,1,28-Aug
761,Alex,22,,cct,1,27-Aug
5068,Mohammed,22,2.3,cat,1,24-Aug
3814,Yuki,22,3.1,hamster,0,22-Dec
746,Rick,22,,rabbit,1,30-Aug
2004,James,22,2.2,goldfish,1,23-Jul
2000,Cassandra,22,2.2,dog,0,5-Mar
1465,Sandra,22,2.1,cat,1,5-Sep
2384,Kyle,22,3.4,dog,0,16-Aug
4193,Ivan,22,3.4,dog,1,11-Nov
2760,Alexander,22,2.6,dlg,1,14-Jun
3249,Ava,22,2.9,dog,1,9-Jan
341,Danielle,22,,cat,1,3-Oct
918,Leah,22,3.5,snake,1,4-Jun
3704,Olivia,22,2.1,dog,0,1-Nov
609,Savannah,22,,dog,1,1-May
5087,Ava,22,2.1,cat,1,22-Jan
663,Savannah,22,,dog,1,12-Apr
4167,Ivan,22,3.7,dog,0,2-Oct
3576,Ivan,22,2.5,hamster,1,1-May
4769,Yuki,22,2.5,rabbit,0,8-Feb
2058,Ray,22,3.2,snake,0,1-Jan
3506,Wei,22,2.5,dog,0,15-Jan
3392,Fatima,22,2.1,goldfish,0,3-Sep
4553,Raj,22,2,cat,1,24-Oct
5181,Fatima,22,3.3,goldfish,1,22-Oct
52,Jody,22,3.8,goldfish,0,13-Jun
4282,Ivan,22,2.5,snake,0,31-Oct
2984,Terrance,22,2.6,goldfish,0,10-Apr
3203,Isabella,22,3.4,dog,1,17-Dec
1,Ivan,22,2.7,cats,0,18-Sep
3489,Olivia,22,2.6,rabbit,1,27-May
3847,Isabella,22,3.1,dog,0,22-Mar
1775,Christine,22,2.2,hamster,0,27-Jul
237,Melinda,22,3.6,dog,1,19-Nov
3173,Olivia,22,3.5,rabbit,1,7-Jun
805,Marc,22,3.4,cat,1,2-Apr
1560,Jesus,22,2.9,cat,0,30-Nov
